# ===== Aggregated and Sorted Prefixes =====
# Overall unique blocked IPs -> IPv4: 37,857,536 ; IPv6: 0
# Total output prefixes: 2623
#
38.211.80.0/20  
81.92.200.0/22  
# --- ISP: 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
101.33.12.0/22       # 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES
188.191.248.0/22     # M247 Miami Customer

# --- ISP: M247 New Jersey Customer | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
176.112.84.0/22      # M247 New Jersey Customer
178.159.148.0/22     # M247 New Jersey Customer
185.9.240.0/22       # M247 New Jersey Customer

# --- ISP: Manasi Sales Corporation | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.6.232.0/23       # Manasi Sales Corporation

# --- ISP: Mean Servers LLC | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
161.248.254.0/23     # Mean Servers LLC

# --- ISP: Men Danil Valentinovich | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
193.238.192.0/22     # Men Danil Valentinovich

# --- ISP: Merrill Lynch & Co., Inc. | prefixes: 1 | IPv4 addrs: 16,384 | IPv6 addrs: 0 ---
206.3.64.0/18        # Merrill Lynch & Co., Inc.

# --- ISP: MICFO-US | prefixes: 2 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
104.243.242.0/23     # MICFO-US
104.243.244.0/24     # MICFO-US

# --- ISP: midwest hosting | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.44.135.0/24      # midwest hosting

# --- ISP: Mobile Business Solutions MBS LLP | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
91.147.126.0/23      # Mobile Business Solutions MBS LLP

# --- ISP: Mojo Risin Media, LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.100.0/24      # Mojo Risin Media, LLC

# --- ISP: Motive Internet Holdings LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
199.74.192.0/24      # Motive Internet Holdings LLC

# --- ISP: Mullvad VPN AB | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
155.2.190.0/23       # Mullvad VPN AB

# --- ISP: Mumara | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
167.253.48.0/23      # Mumara

# --- ISP: Mumara 103.175.79.0/24 | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.175.79.0/24      # Mumara 103.175.79.0/24

# --- ISP: MURKA GAMES LIMITED | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.61.88.0/22       # MURKA GAMES LIMITED

# --- ISP: MyridWeb LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
199.96.164.0/22      # MyridWeb LLC

# --- ISP: Myxa Corporation | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
198.56.0.0/21        # Myxa Corporation

# --- ISP: NameHK | prefixes: 2 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
23.230.30.0/23       # NameHK
192.177.36.0/23      # NameHK

# --- ISP: Nanjing Alldao Info. Tech. Co.,LTD. | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.44.128.0/24      # Nanjing Alldao Info. Tech. Co.,LTD.

# --- ISP: NanJing XinFeng Information Technologies, Inc. | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
114.114.112.0/21     # NanJing XinFeng Information Technologies, Inc.

# --- ISP: NATHAN STEELE | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.109.77.0/24      # NATHAN STEELE

# --- ISP: NCC # 20090123 Approved IP assignment | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
95.135.96.0/22       # NCC # 20090123 Approved IP assignment
95.135.120.0/22      # NCC # 20090123 Approved IP assignment

# --- ISP: NCC # 2011011865 Approved IP assignment | prefixes: 10 | IPv4 addrs: 10,240 | IPv6 addrs: 0 ---
95.134.8.0/22        # NCC # 2011011865 Approved IP assignment
95.134.24.0/22       # NCC # 2011011865 Approved IP assignment
95.134.36.0/22       # NCC # 2011011865 Approved IP assignment
95.134.44.0/22       # NCC # 2011011865 Approved IP assignment
95.134.56.0/22       # NCC # 2011011865 Approved IP assignment
95.134.72.0/22       # NCC # 2011011865 Approved IP assignment
95.134.144.0/22      # NCC # 2011011865 Approved IP assignment
95.134.188.0/22      # NCC # 2011011865 Approved IP assignment
95.134.208.0/22      # NCC # 2011011865 Approved IP assignment
95.134.216.0/22      # NCC # 2011011865 Approved IP assignment

# --- ISP: Nehos Communications Pty Ltd | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.100.122.0/23     # Nehos Communications Pty Ltd

# --- ISP: NET-103-69-3-24 | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.69.3.0/24        # NET-103-69-3-24

# --- ISP: Net1 GmbH | prefixes: 5 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
45.67.224.0/22       # Net1 GmbH
45.134.116.0/22      # Net1 GmbH
45.137.140.0/22      # Net1 GmbH
45.147.72.0/22       # Net1 GmbH
152.89.120.0/22      # Net1 GmbH

# --- ISP: Neterra Ltd. | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
87.120.219.0/24      # Neterra Ltd.
171.22.16.0/24       # Neterra Ltd.

# --- ISP: NetIT Datacamp | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
102.218.103.0/24     # NetIT Datacamp

# --- ISP: NetLab | prefixes: 15 | IPv4 addrs: 56,320 | IPv6 addrs: 0 ---
38.22.232.0/21       # NetLab
38.34.0.0/19         # NetLab
38.58.56.0/21        # NetLab
38.71.112.0/21       # NetLab
38.76.144.0/21       # NetLab
38.92.8.0/21         # NetLab
38.97.248.0/21       # NetLab
38.175.208.0/20      # NetLab
38.244.0.0/18        # NetLab
38.246.224.0/20      # NetLab
154.21.192.0/21      # NetLab
154.21.204.0/22      # NetLab
154.29.152.0/21      # NetLab
154.37.208.0/20      # NetLab
154.44.16.0/21       # NetLab

# --- ISP: NetOne Rus JSC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
185.180.124.0/22     # NetOne Rus JSC

# --- ISP: NETPR-LON-THG | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
216.131.116.0/23     # NETPR-LON-THG

# --- ISP: NetRail, Inc. | prefixes: 4 | IPv4 addrs: 57,344 | IPv6 addrs: 0 ---
205.215.0.0/18       # NetRail, Inc.
207.31.64.0/18       # NetRail, Inc.
207.153.64.0/18      # NetRail, Inc.
209.44.64.0/19       # NetRail, Inc.

# --- ISP: NetStack Ltd | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
154.16.158.0/24      # NetStack Ltd
154.16.251.0/24      # NetStack Ltd

# --- ISP: Netutils | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
102.129.242.0/24     # Netutils

# --- ISP: NetUtils | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
154.16.193.0/24      # NetUtils

# --- ISP: Network Real | prefixes: 4 | IPv4 addrs: 10,240 | IPv6 addrs: 0 ---
5.157.200.0/21       # Network Real
5.157.208.0/21       # Network Real
176.96.56.0/21       # Network Real
188.119.128.0/20     # Network Real

# --- ISP: Network Sharp | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
5.157.132.0/22       # Network Sharp
188.74.144.0/22      # Network Sharp

# --- ISP: NEW-YORK-CUSTOMERS | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
89.19.34.0/24        # NEW-YORK-CUSTOMERS

# --- ISP: NewVisions Communications, Inc. | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
38.77.16.0/20        # NewVisions Communications, Inc.

# --- ISP: NexGen Internet Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.76.0/24       # NexGen Internet Services

# --- ISP: Next Limited | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
194.105.158.0/23     # Next Limited

# --- ISP: Nexus Bytes LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
139.64.236.0/22      # Nexus Bytes LLC

# --- ISP: nicestreams llc | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.82.0/24       # nicestreams llc

# --- ISP: NOVA TECHNOLOGY DEVELOPMENT(HONG KONG)LIMITED | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
38.71.32.0/21        # NOVA TECHNOLOGY DEVELOPMENT(HONG KONG)LIMITED

# --- ISP: NYC | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
185.7.224.0/23       # NYC

# --- ISP: OAS Technical Company | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.253.105.0/24     # OAS Technical Company

# --- ISP: Octopus Web Services Limited | prefixes: 2 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
38.187.192.0/20      # Octopus Web Services Limited
38.187.224.0/20      # Octopus Web Services Limited

# --- ISP: OPERIAX DIFUSION SL | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.58.0.0/22        # OPERIAX DIFUSION SL

# --- ISP: Orange Liberia | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.53.200.0/22      # Orange Liberia

# --- ISP: Orro Pty Ltd | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
115.165.170.0/24     # Orro Pty Ltd

# --- ISP: Owned-Networks | prefixes: 4 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
104.244.156.0/24     # Owned-Networks
104.244.159.0/24     # Owned-Networks
104.254.59.0/24      # Owned-Networks
172.97.68.0/24       # Owned-Networks

# --- ISP: Oxon 3 Comuninacion Natural SL | prefixes: 6 | IPv4 addrs: 7,168 | IPv6 addrs: 0 ---
149.12.216.0/22      # Oxon 3 Comuninacion Natural SL
154.58.4.0/22        # Oxon 3 Comuninacion Natural SL
154.58.20.0/22       # Oxon 3 Comuninacion Natural SL
154.58.28.0/22       # Oxon 3 Comuninacion Natural SL
154.58.32.0/22       # Oxon 3 Comuninacion Natural SL
154.58.40.0/21       # Oxon 3 Comuninacion Natural SL

# --- ISP: Pangea Consulting, Inc. | prefixes: 1 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
204.114.64.0/19      # Pangea Consulting, Inc.

# --- ISP: Pappaya Global Limited | prefixes: 2 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
154.46.8.0/21        # Pappaya Global Limited
154.49.104.0/21      # Pappaya Global Limited

# --- ISP: Paris | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
109.238.196.0/23     # Paris

# --- ISP: Partners Health Plan | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
199.241.0.0/21       # Partners Health Plan

# --- ISP: PEG TECH INC | prefixes: 3 | IPv4 addrs: 19,456 | IPv6 addrs: 0 ---
38.63.64.0/18        # PEG TECH INC
107.148.164.0/22     # PEG TECH INC
107.148.168.0/21     # PEG TECH INC

# --- ISP: Performance Systems International | prefixes: 1 | IPv4 addrs: 65,536 | IPv6 addrs: 0 ---
154.9.0.0/16         # Performance Systems International

# --- ISP: Performance Systems International Incorporation | prefixes: 1 | IPv4 addrs: 65,536 | IPv6 addrs: 0 ---
149.16.0.0/16        # Performance Systems International Incorporation

# --- ISP: Performance Systems International, Incorporated | prefixes: 1 | IPv4 addrs: 65,536 | IPv6 addrs: 0 ---
143.240.0.0/16       # Performance Systems International, Incorporated

# --- ISP: PhastNet, Inc. | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.44.134.0/24      # PhastNet, Inc.

# --- ISP: Pineland Telephone Cooperative | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
38.109.0.0/21        # Pineland Telephone Cooperative

# --- ISP: PLAB LTD | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
94.154.127.0/24      # PLAB LTD

# --- ISP: Posazhennikov Vladimir Vasilevich | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
31.204.32.0/20       # Posazhennikov Vladimir Vasilevich

# --- ISP: Powermta-Kudos | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
102.129.202.0/24     # Powermta-Kudos

# --- ISP: PPMAN Amsterdam Infrastructure | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
185.249.248.0/22     # PPMAN Amsterdam Infrastructure

# --- ISP: PRCDN Consumer Pool | prefixes: 2 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
159.242.228.0/24     # PRCDN Consumer Pool
159.242.232.0/23     # PRCDN Consumer Pool

# --- ISP: Prime Directive, LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
173.249.196.0/22     # Prime Directive, LLC

# --- ISP: Primestar Enterprise Group, LLC | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
2.57.68.0/22         # Primestar Enterprise Group, LLC
45.153.232.0/22      # Primestar Enterprise Group, LLC
212.80.220.0/22      # Primestar Enterprise Group, LLC

# --- ISP: Private Customer | prefixes: 283 | IPv4 addrs: 112,384 | IPv6 addrs: 0 ---
2.58.170.0/24        # Private Customer
31.58.96.0/22        # Private Customer
31.58.116.0/22       # Private Customer
31.59.52.0/22        # Private Customer
31.59.236.0/22       # Private Customer
37.202.204.0/24      # Private Customer
40.183.160.0/19      # Private Customer
46.202.12.0/22       # Private Customer
46.202.100.0/22      # Private Customer
46.202.116.0/22      # Private Customer
46.202.228.0/22      # Private Customer
46.202.236.0/22      # Private Customer
46.202.244.0/22      # Private Customer
46.203.36.0/22       # Private Customer
46.203.236.0/22      # Private Customer
46.203.244.0/22      # Private Customer
46.203.252.0/22      # Private Customer
74.115.4.0/23        # Private Customer
79.99.150.0/23       # Private Customer
82.26.166.0/24       # Private Customer
82.163.10.0/23       # Private Customer
82.198.246.0/23      # Private Customer
85.209.19.0/24       # Private Customer
87.121.146.0/24      # Private Customer
91.200.222.0/24      # Private Customer
92.113.96.0/22       # Private Customer
92.113.108.0/22      # Private Customer
92.113.120.0/22      # Private Customer
92.118.62.0/24       # Private Customer
93.95.118.0/24       # Private Customer
104.128.231.0/24     # Private Customer
104.234.149.0/24     # Private Customer
104.234.240.0/24     # Private Customer
109.106.2.0/24       # Private Customer
109.111.42.0/23      # Private Customer
109.176.30.0/24      # Private Customer
109.176.208.0/24     # Private Customer
130.185.125.0/24     # Private Customer
136.0.165.0/24       # Private Customer
140.99.78.0/24       # Private Customer
140.99.89.0/24       # Private Customer
140.99.93.0/24       # Private Customer
140.99.107.0/24      # Private Customer
140.99.109.0/24      # Private Customer
140.99.110.0/23      # Private Customer
140.99.113.0/24      # Private Customer
140.99.224.0/22      # Private Customer
140.99.246.0/23      # Private Customer
140.233.178.0/23     # Private Customer
141.11.164.0/24      # Private Customer
143.14.219.0/24      # Private Customer
145.223.43.0/24      # Private Customer
145.223.46.0/24      # Private Customer
145.223.48.0/23      # Private Customer
146.103.2.0/23       # Private Customer
146.103.35.0/24      # Private Customer
146.103.45.0/24      # Private Customer
146.103.56.0/24      # Private Customer
146.247.112.0/23     # Private Customer
148.135.196.0/23     # Private Customer
148.135.204.0/23     # Private Customer
148.135.212.0/22     # Private Customer
148.135.220.0/22     # Private Customer
148.135.228.0/22     # Private Customer
148.135.236.0/22     # Private Customer
148.135.244.0/22     # Private Customer
151.240.156.0/24     # Private Customer
151.240.159.0/24     # Private Customer
151.240.162.0/24     # Private Customer
151.240.164.0/24     # Private Customer
151.240.166.0/24     # Private Customer
151.240.168.0/24     # Private Customer
151.240.170.0/24     # Private Customer
151.240.172.0/24     # Private Customer
151.240.174.0/24     # Private Customer
151.240.176.0/24     # Private Customer
151.240.178.0/24     # Private Customer
151.240.219.0/24     # Private Customer
151.240.221.0/24     # Private Customer
151.240.223.0/24     # Private Customer
151.240.225.0/24     # Private Customer
151.241.34.0/24      # Private Customer
151.241.38.0/24      # Private Customer
151.241.42.0/24      # Private Customer
151.241.44.0/24      # Private Customer
151.241.46.0/24      # Private Customer
151.241.49.0/24      # Private Customer
151.241.114.0/24     # Private Customer
151.241.118.0/24     # Private Customer
151.241.120.0/23     # Private Customer
151.241.124.0/24     # Private Customer
151.241.126.0/24     # Private Customer
151.242.170.0/24     # Private Customer
151.242.174.0/23     # Private Customer
151.242.192.0/23     # Private Customer
151.244.7.0/24       # Private Customer
151.244.9.0/24       # Private Customer
151.244.10.0/24      # Private Customer
151.244.13.0/24      # Private Customer
151.244.15.0/24      # Private Customer
151.244.25.0/24      # Private Customer
151.244.27.0/24      # Private Customer
151.244.29.0/24      # Private Customer
151.244.31.0/24      # Private Customer
151.244.33.0/24      # Private Customer
151.244.35.0/24      # Private Customer
151.244.37.0/24      # Private Customer
151.244.39.0/24      # Private Customer
151.244.41.0/24      # Private Customer
151.244.43.0/24      # Private Customer
151.244.45.0/24      # Private Customer
151.244.47.0/24      # Private Customer
151.244.49.0/24      # Private Customer
151.244.51.0/24      # Private Customer
151.244.53.0/24      # Private Customer
151.244.71.0/24      # Private Customer
151.244.74.0/24      # Private Customer
151.244.94.0/24      # Private Customer
151.244.96.0/24      # Private Customer
151.244.98.0/24      # Private Customer
151.244.100.0/24     # Private Customer
151.244.104.0/24     # Private Customer
151.244.197.0/24     # Private Customer
151.244.200.0/24     # Private Customer
151.244.202.0/24     # Private Customer
151.245.7.0/24       # Private Customer
151.245.17.0/24      # Private Customer
151.245.19.0/24      # Private Customer
151.245.21.0/24      # Private Customer
151.245.23.0/24      # Private Customer
151.245.27.0/24      # Private Customer
151.245.31.0/24      # Private Customer
151.245.33.0/24      # Private Customer
151.245.35.0/24      # Private Customer
151.245.37.0/24      # Private Customer
151.245.39.0/24      # Private Customer
151.245.41.0/24      # Private Customer
151.245.43.0/24      # Private Customer
151.245.45.0/24      # Private Customer
151.245.49.0/24      # Private Customer
151.245.51.0/24      # Private Customer
151.245.53.0/24      # Private Customer
151.245.55.0/24      # Private Customer
151.245.71.0/24      # Private Customer
151.245.73.0/24      # Private Customer
151.245.75.0/24      # Private Customer
151.245.93.0/24      # Private Customer
151.245.95.0/24      # Private Customer
151.245.97.0/24      # Private Customer
151.245.99.0/24      # Private Customer
151.245.101.0/24     # Private Customer
151.245.103.0/24     # Private Customer
151.245.105.0/24     # Private Customer
151.245.107.0/24     # Private Customer
151.245.135.0/24     # Private Customer
151.245.197.0/24     # Private Customer
151.245.200.0/24     # Private Customer
151.245.202.0/24     # Private Customer
155.117.33.0/24      # Private Customer
155.117.35.0/24      # Private Customer
155.117.37.0/24      # Private Customer
155.117.39.0/24      # Private Customer
157.254.4.0/22       # Private Customer
157.254.100.0/22     # Private Customer
157.254.104.0/21     # Private Customer
157.254.136.0/22     # Private Customer
157.254.244.0/22     # Private Customer
163.5.56.0/24        # Private Customer
168.199.169.0/24     # Private Customer
168.199.234.0/23     # Private Customer
168.199.245.0/24     # Private Customer
173.211.112.0/22     # Private Customer
173.244.207.0/24     # Private Customer
174.140.192.0/22     # Private Customer
174.140.208.0/22     # Private Customer
178.92.6.0/23        # Private Customer
178.92.29.0/24       # Private Customer
178.92.58.0/24       # Private Customer
178.92.62.0/24       # Private Customer
178.92.86.0/24       # Private Customer
178.92.89.0/24       # Private Customer
178.92.91.0/24       # Private Customer
178.92.98.0/24       # Private Customer
178.92.190.0/24      # Private Customer
178.92.193.0/24      # Private Customer
178.92.195.0/24      # Private Customer
178.92.200.0/24      # Private Customer
178.92.203.0/24      # Private Customer
178.92.205.0/24      # Private Customer
178.92.209.0/24      # Private Customer
178.92.210.0/24      # Private Customer
178.92.213.0/24      # Private Customer
178.92.216.0/24      # Private Customer
178.92.219.0/24      # Private Customer
178.92.222.0/24      # Private Customer
178.92.225.0/24      # Private Customer
178.92.227.0/24      # Private Customer
178.92.231.0/24      # Private Customer
178.92.233.0/24      # Private Customer
178.92.236.0/24      # Private Customer
178.92.239.0/24      # Private Customer
178.92.241.0/24      # Private Customer
178.92.243.0/24      # Private Customer
178.92.245.0/24      # Private Customer
178.92.247.0/24      # Private Customer
178.92.250.0/24      # Private Customer
178.93.5.0/24        # Private Customer
178.93.6.0/24        # Private Customer
178.93.8.0/24        # Private Customer
178.93.11.0/24       # Private Customer
178.93.14.0/24       # Private Customer
178.93.16.0/24       # Private Customer
178.93.18.0/24       # Private Customer
178.93.20.0/24       # Private Customer
178.93.22.0/24       # Private Customer
178.93.34.0/24       # Private Customer
178.93.36.0/24       # Private Customer
178.93.38.0/24       # Private Customer
178.93.54.0/24       # Private Customer
178.93.56.0/24       # Private Customer
178.93.58.0/24       # Private Customer
178.93.64.0/24       # Private Customer
178.93.88.0/24       # Private Customer
178.93.95.0/24       # Private Customer
178.93.98.0/24       # Private Customer
178.93.108.0/24      # Private Customer
178.93.120.0/24      # Private Customer
178.93.123.0/24      # Private Customer
178.93.234.0/24      # Private Customer
178.93.236.0/24      # Private Customer
178.93.238.0/24      # Private Customer
178.93.240.0/24      # Private Customer
178.93.243.0/24      # Private Customer
178.93.245.0/24      # Private Customer
178.93.247.0/24      # Private Customer
178.93.249.0/24      # Private Customer
178.93.251.0/24      # Private Customer
178.93.253.0/24      # Private Customer
178.93.255.0/24      # Private Customer
178.94.137.0/24      # Private Customer
178.94.139.0/24      # Private Customer
178.94.154.0/24      # Private Customer
178.94.157.0/24      # Private Customer
178.94.180.0/24      # Private Customer
178.94.182.0/24      # Private Customer
178.94.184.0/24      # Private Customer
178.94.187.0/24      # Private Customer
178.94.192.0/24      # Private Customer
178.94.201.0/24      # Private Customer
178.94.203.0/24      # Private Customer
178.94.205.0/24      # Private Customer
178.94.207.0/24      # Private Customer
178.94.214.0/24      # Private Customer
178.94.218.0/24      # Private Customer
178.94.221.0/24      # Private Customer
178.95.10.0/24       # Private Customer
178.95.13.0/24       # Private Customer
178.95.84.0/24       # Private Customer
178.95.87.0/24       # Private Customer
178.95.92.0/24       # Private Customer
178.95.94.0/24       # Private Customer
178.95.102.0/24      # Private Customer
178.95.107.0/24      # Private Customer
178.95.126.0/24      # Private Customer
178.95.131.0/24      # Private Customer
178.95.138.0/24      # Private Customer
178.95.240.0/24      # Private Customer
179.61.167.0/24      # Private Customer
179.61.175.0/24      # Private Customer
179.61.178.0/23      # Private Customer
179.61.218.0/24      # Private Customer
179.61.233.0/24      # Private Customer
181.214.103.0/24     # Private Customer
181.215.184.0/23     # Private Customer
185.130.60.0/24      # Private Customer
191.96.196.0/24      # Private Customer
206.162.246.0/24     # Private Customer
206.162.250.0/23     # Private Customer
208.77.21.0/24       # Private Customer
208.77.22.0/24       # Private Customer
209.145.47.0/24      # Private Customer
216.74.64.0/21       # Private Customer
216.177.134.0/24     # Private Customer

# --- ISP: Private Customer128.1.0.0/16 # Zenlayer Inc | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
144.56.9.0/24        # Private Customer128.1.0.0/16 # Zenlayer Inc

# --- ISP: Profisol Telecom S.R.L. | prefixes: 8 | IPv4 addrs: 7,680 | IPv6 addrs: 0 ---
2.58.76.0/22         # Profisol Telecom S.R.L.
45.67.4.0/22         # Profisol Telecom S.R.L.
92.119.168.0/22      # Profisol Telecom S.R.L.
103.110.160.0/22     # Profisol Telecom S.R.L.
103.219.212.0/23     # Profisol Telecom S.R.L.
137.59.4.0/22        # Profisol Telecom S.R.L.
185.72.240.0/22      # Profisol Telecom S.R.L.
213.173.60.0/22      # Profisol Telecom S.R.L.

# --- ISP: Proper Support LLP | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
31.14.66.0/23        # Proper Support LLP

# --- ISP: Provizo IP BV | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
130.255.168.0/24     # Provizo IP BV

# --- ISP: PROXY6 LLC | prefixes: 23 | IPv4 addrs: 10,496 | IPv6 addrs: 0 ---
45.93.213.0/24       # PROXY6 LLC
45.93.214.0/24       # PROXY6 LLC
45.151.234.0/23      # PROXY6 LLC
77.73.133.0/24       # PROXY6 LLC
77.83.116.0/24       # PROXY6 LLC
78.153.144.0/24      # PROXY6 LLC
83.217.11.0/24       # PROXY6 LLC
147.45.84.0/22       # PROXY6 LLC
147.45.200.0/22      # PROXY6 LLC
160.20.156.0/23      # PROXY6 LLC
185.68.186.0/23      # PROXY6 LLC
185.71.214.0/23      # PROXY6 LLC
185.73.180.0/23      # PROXY6 LLC
185.77.138.0/23      # PROXY6 LLC
185.79.132.0/23      # PROXY6 LLC
185.88.98.0/23       # PROXY6 LLC
185.95.228.0/24      # PROXY6 LLC
185.100.156.0/24     # PROXY6 LLC
185.102.114.0/24     # PROXY6 LLC
185.111.24.0/24      # PROXY6 LLC
185.182.130.0/23     # PROXY6 LLC
193.38.228.0/22      # PROXY6 LLC
194.28.192.0/24      # PROXY6 LLC

# --- ISP: PSI Network One | prefixes: 1 | IPv4 addrs: 65,536 | IPv6 addrs: 0 ---
136.161.0.0/16       # PSI Network One

# --- ISP: PSINet, Inc. | prefixes: 56 | IPv4 addrs: 23,638,016 | IPv6 addrs: 0 ---
38.0.0.0/8           # PSINet, Inc.
130.117.0.0/16       # PSINet, Inc.
148.254.0.0/16       # PSINet, Inc.
149.2.0.0/16         # PSINet, Inc.
149.5.0.0/16         # PSINet, Inc.
149.6.0.0/15         # PSINet, Inc.
149.11.0.0/16        # PSINet, Inc.
149.12.0.0/15        # PSINet, Inc.
149.14.0.0/16        # PSINet, Inc.
149.22.0.0/16        # PSINet, Inc.
149.29.0.0/16        # PSINet, Inc.
149.30.0.0/16        # PSINet, Inc.
149.34.0.0/15        # PSINet, Inc.
149.36.0.0/16        # PSINet, Inc.
149.38.0.0/16        # PSINet, Inc.
149.40.0.0/16        # PSINet, Inc.
149.50.0.0/15        # PSINet, Inc.
149.52.0.0/15        # PSINet, Inc.
149.66.0.0/15        # PSINet, Inc.
149.71.0.0/16        # PSINet, Inc.
149.78.0.0/16        # PSINet, Inc.
149.85.0.0/16        # PSINet, Inc.
149.86.0.0/15        # PSINet, Inc.
149.91.0.0/16        # PSINet, Inc.
149.92.0.0/14        # PSINet, Inc.
149.100.0.0/16       # PSINet, Inc.
149.102.0.0/16       # PSINet, Inc.
149.104.0.0/16       # PSINet, Inc.
149.107.0.0/16       # PSINet, Inc.
149.115.0.0/16       # PSINet, Inc.
149.123.0.0/16       # PSINet, Inc.
149.127.0.0/16       # PSINet, Inc.
154.3.0.0/16         # PSINet, Inc.
154.7.0.0/16         # PSINet, Inc.
154.12.44.0/22       # PSINet, Inc.
154.12.48.0/22       # PSINet, Inc.
154.22.0.0/15        # PSINet, Inc.
154.24.0.0/13        # PSINet, Inc.
154.36.128.0/19      # PSINet, Inc.
154.40.0.0/13        # PSINet, Inc.
154.48.0.0/12        # PSINet, Inc.
154.64.0.0/16        # PSINet, Inc.
192.77.224.0/21      # PSINet, Inc.
192.246.0.0/16       # PSINet, Inc.
198.242.0.0/16       # PSINet, Inc.
199.29.0.0/16        # PSINet, Inc.
199.97.0.0/16        # PSINet, Inc.
